-----------------------------------------------																							
ace.map QC reference file generated Fri Apr 13 18:06:21 CEST 2007																							
ace.map QC version: 1.0																							
http://www.iri.cnrs.fr/seg																							
-----------------------------------------------																							

File	s-range	s1-weight	s1-mean	s1-var	s1-x0	s2-weight	s2-mean	s2-var	s2-x0	v-range	vb-x_offset	vb-slope	v1-x0	v1-m	v1-v	v2m-y_offset	v2m-scale	v2m-x_offset	v2m-slope	v2v-y_offset	v2v-scale	v2v-x_offset	v2v-slope
z_HB000BT_synth_00.ma0	1204.0631	0.3937	0.2685	0.5150	0.0000	0.6063	3.7627	2.3607	0.5100	36.9313	-0.4506	-1.1230	0.3350	0.0903	1.5962	-2.7122	3.6067	-0.6818	-0.9935	0.0807	0.0734	1.4723	-2.4466
z_HB000BU_synth_00.ma0	1500.2048	0.2394	0.1902	0.6682	0.0000	0.7606	2.7225	2.5391	0.0600	30.3301	-0.9250	-1.4690	0.3350	0.0318	1.5332	-2.7002	3.1884	-1.0900	-1.0447	0.0928	0.0762	1.2971	-2.3830
z_HB000BW_sCD25-_3_synth_00.ma0	235.6232	0.2186	0.2853	0.7187	0.0000	0.7814	1.5748	2.0377	0.1200	22.6414	-1.1328	-3.5121	0.3350	0.1439	1.4308	-2.8205	2.7032	-0.1866	-1.2943	0.1704	-0.0112	1.8179	0.4294
z_HB000BX_sCD25-_4_synth_00.ma0	496.3806	0.3194	0.1876	0.4801	0.0000	0.6806	2.8229	2.1135	0.3000	26.6960	-1.3014	-2.1149	0.3350	0.1908	1.4961	-2.9614	3.1786	-0.5110	-1.1468	0.1014	0.0951	1.1812	-2.3102
z_HB000BY_sCD25-_5_synth_00.ma0	308.1362	0.2759	0.3603	0.6752	0.0000	0.7241	2.0369	2.0600	0.1200	28.8861	-0.9013	-2.5547	0.3350	0.2995	1.4345	-2.6042	2.7587	-0.1596	-1.3211	0.0432	0.1497	1.1635	-1.9986
z_HB000BZ_sCD25+_4_synth_00.ma0	353.8316	0.2675	0.3647	0.8135	0.0000	0.7325	1.8990	2.1284	0.0900	28.1090	-1.1761	-2.2752	0.3350	0.2764	1.4815	-2.5508	2.7504	-0.5293	-1.2912	0.0653	0.1698	0.5380	-1.7443
z_HB000C2_synth_00.ma0	574.5683	0.3033	0.3526	0.6440	0.0000	0.6967	2.4229	2.2605	0.1800	29.3996	-0.5950	-2.5619	0.3350	0.2161	1.4681	-2.7428	2.5561	0.1593	-1.3667	0.0570	0.1511	1.3907	-2.0588
z_HB000C3_synth_00.ma0	1020.3633	0.4123	0.2498	0.5629	0.0000	0.5877	4.6824	2.2535	0.4800	35.9546	-0.7084	-1.2861	0.3350	0.1770	1.5327	-2.8533	3.5579	-0.7024	-1.0001	0.0532	0.1458	1.7885	-2.3770
z_HB000C4_synth_00.ma0	1359.6902	0.1870	0.1505	0.7154	0.0000	0.8130	1.9909	2.5517	0.0600	29.5105	-1.2803	-1.2800	0.3350	-0.0667	1.6239	-3.0020	3.5920	-1.1079	-0.9793	0.0460	0.1489	1.7536	-2.1792
z_HB000C5_synth_00.ma0	1328.2852	0.3013	0.3722	0.6958	0.0000	0.6987	2.5604	2.5217	0.1500	34.7302	-0.8059	-1.6006	0.3350	0.1989	1.5420	-2.7434	3.3905	-0.4615	-1.0850	0.0578	0.1036	1.4311	-1.4321
z_HB000C6_synth_00.ma0	1060.3603	0.2729	0.2713	0.5840	0.0000	0.7271	2.7852	2.4039	0.1200	30.9982	-0.8449	-1.8699	0.3350	0.2091	1.4972	-2.8520	3.1880	-0.3327	-1.1833	0.1249	0.0561	1.5675	-1.9282
z_HB000C8_synth_00.ma0	1109.0985	0.3116	0.3081	0.6201	0.0000	0.6884	3.2549	2.3738	0.1200	36.8744	-0.7072	-1.4966	0.3350	0.3638	1.4877	-2.8177	3.2802	-0.3646	-1.0999	0.0364	0.1791	1.2580	-1.7512
z_HB000C9_synth_00.ma0	873.4021	0.4170	0.3000	0.4815	0.0000	0.5830	4.2060	2.2123	0.5400	36.8560	-0.7954	-1.8888	0.3350	0.2399	1.5586	-2.8157	3.4128	-0.3148	-1.1542	0.0262	0.1672	1.1207	-1.5135
z_HB000CA_uCD25-_1_synth_00.ma0	290.3738	0.1924	0.2803	0.6146	0.0000	0.8076	1.5189	2.0898	0.1500	31.1374	-0.7411	-2.5072	0.3350	0.0615	1.5196	-3.0134	3.1009	0.0685	-1.1408	0.0151	0.1653	1.7714	-2.4964
z_HB000CB_sCD25+_5_synth_00.ma0	102.6778	0.3578	0.6155	0.6700	0.0000	0.6422	1.3855	1.7744	0.3000	38.8855	-0.3036	-3.2009	0.3350	0.3241	1.4751	-2.8575	3.0405	0.5720	-1.2608	0.0206	0.2509	1.1099	-1.3261
z_HB000CD_synth_00.ma0	944.0227	0.2752	0.2479	0.6394	0.0000	0.7248	2.6467	2.3617	0.1200	31.4612	-0.8475	-1.9513	0.3350	0.1668	1.4779	-3.0576	3.1108	-0.1710	-1.1417	0.0780	0.1331	1.6366	-2.2956
z_HB000CE_synth_00.ma0	701.1107	0.4231	0.2748	0.5354	0.0000	0.5769	4.1911	2.1833	0.5400	36.3457	-1.0275	-1.5524	0.3350	0.2035	1.6068	-2.9356	3.7301	-0.5263	-1.0440	0.0776	0.1378	0.6080	-1.7498
z_HB000GS_synth_00.ma0	1217.5096	0.2696	0.2985	0.5574	0.0000	0.7304	2.5269	2.4705	0.1800	31.7016	-0.7567	-2.1253	0.3350	0.1744	1.5127	-2.8911	3.1807	-0.1452	-1.2006	0.0102	0.1555	1.4776	-1.7075
z_HB000GT_synth_00.ma0	832.4705	0.3927	0.2189	0.5443	0.0000	0.6073	4.2530	2.2149	0.4500	35.8410	-1.1060	-1.5911	0.3350	0.1874	1.5840	-2.9024	3.5072	-0.7184	-1.0745	0.0748	0.0938	1.2476	-3.9126
z_HB000GW_synth_00.ma0	1236.2140	0.1832	0.1164	0.6725	0.0000	0.8168	1.9887	2.5639	0.0600	27.5698	-1.2272	-1.6043	0.3350	0.0151	1.5325	-2.8210	2.7610	-1.0632	-1.0803	0.0297	0.1561	1.1987	-1.7611
z_HB000GX_synth_00.ma0	883.1702	0.2049	0.1577	0.6132	0.0000	0.7951	2.2222	2.3890	0.0600	28.3327	-1.4312	-1.4587	0.3350	0.0799	1.5685	-2.8928	3.6154	-1.2092	-1.0391	0.0098	0.1494	1.3110	-1.7938
z_HB000GY_synth_00.ma0	759.7935	0.3702	0.2466	0.4799	0.0000	0.6298	3.4852	2.2038	0.4200	35.1246	-1.0504	-1.6036	0.3350	0.2118	1.5871	-2.6625	3.4708	-0.7265	-1.1458	0.0222	0.1702	0.5419	-1.3059
z_HB000H0_synth_00.ma0	457.2285	0.2232	0.2745	0.5628	0.0000	0.7768	1.9411	2.2122	0.1200	28.8704	-0.9456	-2.3767	0.3350	0.3482	1.4213	-2.9839	3.2508	-0.2185	-1.1561	0.0508	0.1238	1.4196	-1.8788
z_HB000H0_synth_01.ma0	460.5004	0.2403	0.2782	0.5733	0.0000	0.7597	1.9959	2.2210	0.1200	31.3435	-0.9377	-2.3802	0.3350	0.3198	1.4319	-2.9774	3.4185	-0.3192	-1.1227	0.0460	0.1287	1.5797	-1.7821
z_HB000H0_synth_02.ma0	504.4344	0.2262	0.2749	0.5655	0.0000	0.7738	1.9494	2.2080	0.1200	27.7986	-0.9564	-2.3531	0.3350	0.3406	1.4091	-2.9856	3.3416	-0.2642	-1.1270	0.0468	0.1286	1.4742	-1.7723
z_HB000H0_synth_03.ma0	406.7548	0.2323	0.2758	0.5789	0.0000	0.7677	2.0215	2.1797	0.1200	29.1923	-0.9313	-2.3316	0.3350	0.3500	1.4001	-2.9802	3.2548	-0.2262	-1.1441	0.0466	0.1261	1.5390	-1.8453
z_HB000H0_synth_04.ma0	469.8211	0.2252	0.2784	0.5772	0.0000	0.7748	1.9577	2.2158	0.1200	29.2923	-0.9704	-2.2846	0.3350	0.3592	1.4176	-2.9782	3.3682	-0.2918	-1.1298	0.0490	0.1254	1.4834	-1.7930
z_HB000H0_synth_05.ma0	527.3450	0.2311	0.2769	0.5596	0.0000	0.7689	2.0611	2.2040	0.1200	28.8056	-0.9200	-2.5156	0.3350	0.3189	1.4190	-2.9816	3.3379	-0.2773	-1.1245	0.0509	0.1231	1.4394	-1.9597
z_HB000H0_synth_06.ma0	515.4747	0.2300	0.2795	0.5663	0.0000	0.7700	1.9835	2.2084	0.1200	29.3856	-0.9619	-2.4411	0.3350	0.3413	1.4407	-2.9760	3.3271	-0.2669	-1.1338	0.0479	0.1233	1.5291	-1.8302
z_HB000H0_synth_07.ma0	521.8762	0.2265	0.2785	0.5800	0.0000	0.7735	1.9727	2.2343	0.1200	32.3854	-0.9567	-2.2782	0.3350	0.3714	1.4007	-2.9830	3.3044	-0.2536	-1.1326	0.0508	0.1224	1.4186	-1.9588
z_HB000H0_synth_08.ma0	484.1251	0.2333	0.2806	0.5752	0.0000	0.7667	1.9586	2.2330	0.1200	30.2411	-0.9863	-2.3606	0.3350	0.4086	1.4234	-2.9732	3.3165	-0.2570	-1.1484	0.0483	0.1270	1.5703	-1.8535
z_HB000H0_synth_09.ma0	505.0583	0.2298	0.2772	0.5839	0.0000	0.7702	1.9731	2.2143	0.1200	29.6976	-0.9728	-2.2598	0.3350	0.3412	1.4251	-2.9781	3.3588	-0.2832	-1.1377	0.0485	0.1236	1.5153	-1.8082
z_HB000H0_synth_10.ma0	487.2316	0.2323	0.2757	0.5563	0.0000	0.7677	2.0423	2.2114	0.1200	29.7353	-0.9140	-2.5551	0.3350	0.3244	1.4348	-2.9837	3.2760	-0.2325	-1.1344	0.0470	0.1264	1.5077	-2.0670
z_HB000H0_synth_11.ma0	487.3447	0.2246	0.2715	0.5550	0.0000	0.7754	1.9224	2.2165	0.1200	30.0275	-0.9259	-2.4025	0.3350	0.3289	1.4173	-2.9845	3.3294	-0.2763	-1.1246	0.0494	0.1208	1.4400	-1.9776
z_HB000H0_synth_12.ma0	464.8347	0.2307	0.2806	0.5691	0.0000	0.7693	2.0130	2.2016	0.1200	30.7347	-0.9552	-2.3638	0.3350	0.3654	1.4153	-2.9866	3.3586	-0.2689	-1.1206	0.0486	0.1247	1.4506	-2.0327
z_HB000H0_synth_13.ma0	494.4565	0.2227	0.2732	0.5614	0.0000	0.7773	1.9285	2.2253	0.1200	27.7509	-0.9549	-2.3348	0.3350	0.3792	1.3972	-2.9749	3.2411	-0.2192	-1.1483	0.0485	0.1203	1.5497	-2.1520
z_HB000H0_synth_14.ma0	493.8074	0.2257	0.2737	0.5722	0.0000	0.7743	1.9401	2.2436	0.1200	29.8649	-0.9458	-2.4139	0.3350	0.3568	1.4094	-2.9759	3.2633	-0.2378	-1.1443	0.0459	0.1233	1.5354	-1.9679
z_HB000H0_synth_15.ma0	437.8434	0.2449	0.2785	0.5704	0.0000	0.7551	2.0937	2.1835	0.1200	29.9800	-0.9640	-2.3120	0.3350	0.3551	1.4109	-2.9785	3.3603	-0.2733	-1.1307	0.0496	0.1252	1.4549	-1.9564
z_HB000H0_synth_16.ma0	446.7468	0.2294	0.2749	0.5543	0.0000	0.7706	1.9913	2.1899	0.1200	27.9544	-0.9673	-2.3241	0.3350	0.3253	1.4103	-2.9799	3.2918	-0.2447	-1.1385	0.0478	0.1265	1.4855	-1.8682
z_HB000H0_synth_17.ma0	491.4438	0.2308	0.2748	0.5645	0.0000	0.7692	2.0693	2.1966	0.1200	30.4089	-0.9525	-2.4420	0.3350	0.3744	1.4290	-2.9753	3.2335	-0.2166	-1.1572	0.0464	0.1287	1.5002	-1.8505
z_HB000H0_synth_18.ma0	481.4983	0.2252	0.2804	0.5803	0.0000	0.7748	1.9595	2.2307	0.1200	28.9945	-0.9545	-2.3262	0.3350	0.3751	1.3963	-2.9746	3.2883	-0.2528	-1.1492	0.0462	0.1244	1.4636	-1.7801
z_HB000H0_synth_19.ma0	510.4513	0.2185	0.2793	0.5776	0.0000	0.7815	1.8998	2.2288	0.1200	29.4158	-0.9799	-2.3354	0.3350	0.3556	1.4309	-2.9802	3.2308	-0.2116	-1.1576	0.0496	0.1246	1.4817	-1.9483
z_HB000H0_synth_20.ma0	453.0664	0.2373	0.2746	0.5548	0.0000	0.7627	2.0236	2.1908	0.1200	31.5762	-0.9608	-2.2316	0.3350	0.3709	1.4239	-2.9755	3.3136	-0.2647	-1.1493	0.0516	0.1175	1.4779	-1.9075
z_HB000H0_synth_21.ma0	449.9161	0.2300	0.2732	0.5660	0.0000	0.7700	1.9760	2.2087	0.1200	28.7930	-0.9699	-2.2807	0.3350	0.3509	1.4112	-2.9760	3.3386	-0.2814	-1.1313	0.0496	0.1253	1.5084	-2.0498
z_HB000H0_synth_22.ma0	457.6938	0.2187	0.2743	0.5660	0.0000	0.7813	1.9321	2.2079	0.1200	31.3895	-0.9636	-2.2411	0.3350	0.3641	1.4433	-2.9890	3.4285	-0.3179	-1.1068	0.0487	0.1271	1.4501	-1.9984
z_HB000H0_synth_23.ma0	464.9142	0.2234	0.2817	0.5786	0.0000	0.7766	1.8910	2.2369	0.1200	31.6910	-0.9865	-2.2759	0.3350	0.3947	1.4198	-2.9746	3.3130	-0.2532	-1.1518	0.0482	0.1272	1.4728	-1.9883
z_HB000H0_synth_24.ma0	518.5252	0.2309	0.2766	0.5807	0.0000	0.7691	2.0745	2.2149	0.1200	28.9838	-0.9582	-2.2600	0.3350	0.3648	1.4153	-2.9826	3.3093	-0.2566	-1.1279	0.0504	0.1150	1.5454	-2.0507
z_HB000H0_synth_25.ma0	467.2729	0.2301	0.2784	0.5773	0.0000	0.7699	1.9779	2.2262	0.1200	28.1802	-0.9572	-2.3895	0.3350	0.3897	1.4131	-2.9848	3.2726	-0.2190	-1.1535	0.0478	0.1287	1.4483	-1.9064
z_HB000H0_synth_26.ma0	482.7068	0.2275	0.2857	0.5851	0.0000	0.7725	1.9680	2.2323	0.1200	30.0214	-0.9300	-2.3155	0.3350	0.3322	1.4426	-2.9770	3.2819	-0.2585	-1.1429	0.0493	0.1239	1.4526	-1.9215
z_HB000H0_synth_27.ma0	481.2382	0.2291	0.2735	0.5580	0.0000	0.7709	2.0359	2.2056	0.1200	31.3006	-0.9722	-2.3412	0.3350	0.3505	1.4208	-2.9781	3.3338	-0.2727	-1.1289	0.0486	0.1271	1.4950	-1.8980
z_HB000H0_synth_28.ma0	521.0599	0.2228	0.2775	0.5782	0.0000	0.7772	1.9233	2.2535	0.1200	28.4081	-0.9473	-2.3994	0.3350	0.3496	1.4146	-2.9744	3.3135	-0.2632	-1.1446	0.0482	0.1287	1.4429	-1.8454
z_HB000H0_synth_29.ma0	485.2460	0.2319	0.2823	0.5855	0.0000	0.7681	1.9788	2.2210	0.1200	28.3872	-1.0059	-2.1916	0.3350	0.4082	1.4090	-2.9855	3.4276	-0.3077	-1.1149	0.0509	0.1247	1.4573	-1.9526
z_HB000H0_synth_30.ma0	448.1398	0.2286	0.2709	0.5597	0.0000	0.7714	1.9900	2.2013	0.1200	29.7091	-0.9626	-2.3464	0.3350	0.3657	1.4116	-2.9761	3.1881	-0.1897	-1.1700	0.0502	0.1270	1.4689	-1.9815
z_HB000H0_synth_31.ma0	438.8964	0.2289	0.2749	0.5746	0.0000	0.7711	1.9514	2.2253	0.1200	29.8344	-0.9502	-2.3539	0.3350	0.3815	1.4043	-2.9881	3.3141	-0.2494	-1.1223	0.0470	0.1258	1.5116	-1.9535
z_HB000H0_synth_32.ma0	463.5577	0.2340	0.2749	0.5660	0.0000	0.7660	2.0092	2.2003	0.1200	26.6440	-0.9521	-2.3996	0.3350	0.3435	1.4060	-2.9727	3.3117	-0.2612	-1.1558	0.0479	0.1344	1.4043	-2.0502
z_HB000H0_synth_33.ma0	477.8699	0.2347	0.2752	0.5704	0.0000	0.7653	2.0061	2.2096	0.1200	30.3450	-0.9455	-2.4105	0.3350	0.3428	1.4187	-2.9812	3.3278	-0.2703	-1.1305	0.0508	0.1213	1.4799	-2.0666
z_HB000H0_synth_34.ma0	467.3747	0.2278	0.2763	0.5661	0.0000	0.7722	1.9558	2.2192	0.1200	30.3155	-0.9816	-2.2771	0.3350	0.3976	1.3979	-2.9716	3.3010	-0.2598	-1.1458	0.0482	0.1218	1.5007	-1.9248
z_HB000H0_synth_35.ma0	523.9402	0.2227	0.2789	0.5591	0.0000	0.7773	1.9168	2.2206	0.1200	27.7149	-0.9414	-2.4226	0.3350	0.3044	1.4194	-2.9730	3.3023	-0.2673	-1.1316	0.0491	0.1226	1.4700	-2.1004
z_HB000H0_synth_36.ma0	443.8309	0.2273	0.2795	0.5675	0.0000	0.7727	1.9373	2.2355	0.1200	32.3079	-0.9457	-2.2754	0.3350	0.3443	1.4296	-2.9796	3.3495	-0.2830	-1.1326	0.0468	0.1256	1.5079	-1.7792
z_HB000H0_synth_37.ma0	538.0675	0.2316	0.2777	0.5716	0.0000	0.7684	2.0397	2.2101	0.1200	31.3765	-0.9978	-2.2063	0.3350	0.3845	1.4321	-2.9754	3.3550	-0.2904	-1.1269	0.0477	0.1185	1.5389	-1.9164
z_HB000H0_synth_38.ma0	487.1191	0.2198	0.2781	0.5711	0.0000	0.7802	1.8979	2.2222	0.1200	31.8034	-0.9475	-2.4097	0.3350	0.3501	1.4295	-2.9641	3.3290	-0.2837	-1.1433	0.0483	0.1252	1.4531	-1.9410
z_HB000H0_synth_39.ma0	554.2873	0.2280	0.2770	0.5654	0.0000	0.7720	1.9758	2.2121	0.1200	27.0700	-0.9698	-2.3522	0.3350	0.3523	1.4098	-2.9824	3.2675	-0.2285	-1.1434	0.0509	0.1201	1.3965	-2.0376
z_HB000H0_synth_40.ma0	503.5771	0.2187	0.2801	0.5691	0.0000	0.7813	1.8733	2.2455	0.1200	30.3317	-0.9378	-2.3671	0.3350	0.3237	1.4295	-2.9773	3.2442	-0.2209	-1.1567	0.0457	0.1214	1.5891	-2.0859
z_HB000H0_synth_41.ma0	505.1400	0.2158	0.2794	0.5819	0.0000	0.7842	1.9175	2.2375	0.1200	31.2071	-0.9901	-2.3021	0.3350	0.3931	1.4246	-2.9811	3.3055	-0.2388	-1.1441	0.0485	0.1269	1.4514	-2.0424
z_HB000H0_synth_42.ma0	515.6505	0.2218	0.2786	0.5808	0.0000	0.7782	1.9390	2.2314	0.1200	31.9654	-0.9947	-2.4064	0.3350	0.4007	1.4174	-2.9779	3.3448	-0.2742	-1.1382	0.0483	0.1251	1.4540	-1.9223
z_HB000H0_synth_43.ma0	462.6670	0.2203	0.2760	0.5772	0.0000	0.7797	1.9405	2.2099	0.1200	29.3117	-0.9742	-2.2941	0.3350	0.3398	1.4270	-2.9787	3.3264	-0.2645	-1.1307	0.0463	0.1263	1.5014	-1.9346
z_HB000H0_synth_44.ma0	478.9058	0.2229	0.2757	0.5607	0.0000	0.7771	1.9185	2.2162	0.1200	30.6612	-0.9258	-2.3631	0.3350	0.3346	1.4317	-2.9800	3.2858	-0.2452	-1.1438	0.0478	0.1268	1.5028	-1.9113
z_HB000H0_synth_45.ma0	531.0986	0.2219	0.2759	0.5748	0.0000	0.7781	1.9125	2.2365	0.1200	28.7366	-0.9749	-2.2778	0.3350	0.3834	1.4018	-2.9780	3.2885	-0.2467	-1.1434	0.0505	0.1276	1.4280	-1.9735
z_HB000H0_synth_46.ma0	462.5430	0.2349	0.2830	0.5901	0.0000	0.7651	2.0116	2.2171	0.1200	30.4587	-0.9726	-2.3164	0.3350	0.4104	1.4156	-2.9812	3.2407	-0.2110	-1.1659	0.0492	0.1276	1.4041	-1.8939
z_HB000H0_synth_47.ma0	479.1719	0.2275	0.2755	0.5700	0.0000	0.7725	1.9150	2.2180	0.1200	32.7444	-0.9724	-2.2504	0.3350	0.3568	1.4467	-2.9825	3.4089	-0.3033	-1.1181	0.0474	0.1245	1.5168	-1.9802
z_HB000H0_synth_48.ma0	438.5289	0.2405	0.2756	0.5580	0.0000	0.7595	2.0374	2.1959	0.1200	33.4321	-0.9825	-2.2851	0.3350	0.3970	1.4432	-2.9821	3.3962	-0.2940	-1.1215	0.0468	0.1281	1.5056	-1.7945
z_HB000H0_synth_49.ma0	485.2298	0.2350	0.2749	0.5651	0.0000	0.7650	2.0133	2.2057	0.1200	28.2702	-0.9546	-2.2200	0.3350	0.3443	1.4276	-2.9688	3.2761	-0.2441	-1.1624	0.0506	0.1261	1.4468	-1.8737
z_HB000H0_synth_50.ma0	546.8443	0.2279	0.2778	0.5777	0.0000	0.7721	1.9582	2.2402	0.1200	29.0132	-0.9982	-2.3656	0.3350	0.3959	1.4081	-2.9781	3.2962	-0.2426	-1.1450	0.0484	0.1210	1.4702	-1.8381
z_HB000H0_synth_51.ma0	453.7121	0.2251	0.2750	0.5577	0.0000	0.7749	1.9332	2.2145	0.1200	29.7500	-0.9142	-2.4769	0.3350	0.3367	1.4136	-2.9811	3.3106	-0.2594	-1.1330	0.0454	0.1331	1.5006	-1.9414
z_HB000H0_synth_52.ma0	456.4245	0.2352	0.2778	0.5891	0.0000	0.7648	1.9918	2.2033	0.1200	33.5705	-0.9406	-2.3524	0.3350	0.3302	1.4568	-2.9855	3.3869	-0.2948	-1.1081	0.0497	0.1201	1.4918	-2.0154
z_HB000H0_synth_53.ma0	455.0582	0.2399	0.2798	0.5650	0.0000	0.7601	2.0257	2.2067	0.1200	31.7237	-1.0078	-2.1212	0.3350	0.3939	1.4320	-2.9788	3.3668	-0.2893	-1.1207	0.0510	0.1265	1.3427	-2.1371
z_HB000H0_synth_54.ma0	480.5436	0.2227	0.2761	0.5737	0.0000	0.7773	1.9281	2.2128	0.1200	31.7928	-0.9735	-2.2493	0.3350	0.3749	1.4307	-2.9795	3.3911	-0.3033	-1.1235	0.0495	0.1203	1.4704	-2.0167
z_HB000H0_synth_55.ma0	487.0423	0.2307	0.2760	0.5568	0.0000	0.7693	2.0210	2.2102	0.1200	30.2066	-0.9602	-2.2765	0.3350	0.3679	1.4355	-2.9833	3.4055	-0.3052	-1.1086	0.0494	0.1260	1.4761	-1.8515
z_HB000H0_synth_56.ma0	451.7811	0.2269	0.2758	0.5745	0.0000	0.7731	1.9133	2.2186	0.1200	29.3743	-0.9494	-2.2836	0.3350	0.3396	1.4127	-2.9791	3.3294	-0.2694	-1.1251	0.0486	0.1209	1.4910	-1.8259
z_HB000H0_synth_57.ma0	512.2719	0.2264	0.2754	0.5672	0.0000	0.7736	1.9731	2.2184	0.1200	31.1954	-0.9966	-2.2370	0.3350	0.4008	1.4154	-2.9668	3.3033	-0.2694	-1.1456	0.0495	0.1235	1.4406	-1.9483
z_HB000H0_synth_58.ma0	489.2808	0.2329	0.2823	0.5750	0.0000	0.7671	1.9938	2.2206	0.1200	30.0019	-0.9718	-2.3615	0.3350	0.3620	1.4285	-2.9849	3.3775	-0.2886	-1.1152	0.0485	0.1218	1.5449	-1.9106
z_HB000H0_synth_59.ma0	490.4636	0.2279	0.2722	0.5714	0.0000	0.7721	1.9651	2.1887	0.1200	31.6163	-0.9455	-2.2936	0.3350	0.3576	1.4329	-2.9850	3.2945	-0.2414	-1.1325	0.0438	0.1250	1.5185	-1.7247
z_HB000H0_synth_60.ma0	561.1056	0.2327	0.2764	0.5685	0.0000	0.7673	2.0905	2.2173	0.1200	30.2961	-0.9727	-2.3601	0.3350	0.3311	1.4362	-2.9833	3.3809	-0.2911	-1.1222	0.0483	0.1310	1.3618	-1.7680
z_HB000H0_synth_61.ma0	496.4872	0.2277	0.2726	0.5618	0.0000	0.7723	2.0013	2.2106	0.1200	32.7739	-0.9630	-2.4264	0.3350	0.3773	1.4294	-2.9779	3.2586	-0.2158	-1.1556	0.0490	0.1272	1.4549	-1.9810
z_HB000H0_synth_62.ma0	505.3298	0.2290	0.2743	0.5587	0.0000	0.7710	2.0103	2.1897	0.1200	30.9904	-0.9561	-2.3327	0.3350	0.3673	1.4320	-2.9714	3.2877	-0.2574	-1.1462	0.0468	0.1312	1.4681	-1.8017
z_HB000H0_synth_63.ma0	498.4279	0.2353	0.2761	0.5788	0.0000	0.7647	1.9886	2.2164	0.1200	29.9569	-1.0068	-2.2420	0.3350	0.3662	1.4290	-2.9787	3.4487	-0.3285	-1.1089	0.0478	0.1282	1.4623	-1.8629
z_HB000H0_synth_64.ma0	460.5828	0.2318	0.2783	0.5707	0.0000	0.7682	1.9409	2.2179	0.1200	31.3871	-0.9437	-2.3364	0.3350	0.3227	1.4360	-2.9870	3.4027	-0.3020	-1.1208	0.0513	0.1213	1.4582	-1.9742
z_HB000H0_synth_65.ma0	402.1569	0.2318	0.2781	0.5759	0.0000	0.7682	2.0635	2.1953	0.1200	30.7722	-0.9012	-2.4713	0.3350	0.3250	1.4130	-2.9836	3.2814	-0.2322	-1.1454	0.0490	0.1298	1.4169	-1.9091
z_HB000H0_synth_66.ma0	530.0060	0.2250	0.2786	0.5636	0.0000	0.7750	1.9844	2.2240	0.1200	32.0363	-0.9574	-2.3508	0.3350	0.3865	1.4172	-2.9799	3.2924	-0.2481	-1.1431	0.0479	0.1270	1.4426	-1.9809
z_HB000H0_synth_67.ma0	441.6887	0.2236	0.2756	0.5755	0.0000	0.7764	1.9369	2.2040	0.1200	30.0747	-0.9717	-2.3762	0.3350	0.3817	1.4283	-2.9773	3.2963	-0.2326	-1.1455	0.0476	0.1249	1.5163	-1.9943
z_HB000H0_synth_68.ma0	458.6580	0.2300	0.2768	0.5607	0.0000	0.7700	1.9454	2.2190	0.1200	29.8646	-0.9252	-2.4714	0.3350	0.3188	1.4203	-2.9768	3.2562	-0.2346	-1.1414	0.0496	0.1208	1.5266	-1.9896
z_HB000H0_synth_69.ma0	528.5232	0.2199	0.2710	0.5625	0.0000	0.7801	1.9080	2.2136	0.1200	29.1299	-0.9396	-2.3804	0.3350	0.3395	1.4065	-2.9862	3.2744	-0.2283	-1.1373	0.0478	0.1259	1.4612	-1.8908
z_HB000H0_synth_70.ma0	480.8214	0.2269	0.2811	0.5681	0.0000	0.7731	1.9416	2.2380	0.1200	28.9686	-0.9814	-2.3419	0.3350	0.3514	1.4164	-2.9767	3.3299	-0.2740	-1.1325	0.0498	0.1207	1.4497	-2.1894
z_HB000H0_synth_71.ma0	494.6081	0.2328	0.2794	0.5723	0.0000	0.7672	2.0102	2.2086	0.1200	29.6776	-0.9546	-2.3411	0.3350	0.3360	1.4178	-2.9794	3.3320	-0.2706	-1.1348	0.0477	0.1256	1.4766	-1.8698
z_HB000H0_synth_72.ma0	493.9311	0.2259	0.2743	0.5695	0.0000	0.7741	1.9380	2.2010	0.1200	27.7515	-0.9594	-2.3404	0.3350	0.3383	1.4229	-2.9790	3.3370	-0.2722	-1.1416	0.0483	0.1269	1.4484	-1.8983
z_HB000H0_synth_73.ma0	466.5667	0.2145	0.2796	0.5742	0.0000	0.7855	1.9087	2.2234	0.1200	28.3012	-0.9918	-2.3027	0.3350	0.3565	1.4163	-2.9742	3.2841	-0.2325	-1.1578	0.0503	0.1249	1.4295	-1.8486
z_HB000H0_synth_74.ma0	479.5029	0.2205	0.2738	0.5602	0.0000	0.7795	1.8981	2.2177	0.1200	30.1929	-0.9418	-2.4877	0.3350	0.3085	1.4511	-2.9850	3.3497	-0.2621	-1.1297	0.0491	0.1236	1.4704	-2.0450
z_HB000H0_synth_75.ma0	471.6880	0.2234	0.2705	0.5668	0.0000	0.7766	1.8731	2.2269	0.1200	29.5869	-0.9571	-2.3087	0.3350	0.3454	1.4314	-2.9827	3.3430	-0.2778	-1.1217	0.0505	0.1206	1.4961	-1.9462
z_HB000H0_synth_76.ma0	455.2268	0.2281	0.2697	0.5606	0.0000	0.7719	1.9905	2.2027	0.1200	28.9540	-0.9519	-2.2954	0.3350	0.3517	1.4093	-2.9873	3.3016	-0.2392	-1.1434	0.0488	0.1231	1.4764	-1.9347
