-----------------------------------------------																							
ace.map QC reference file generated Fri Apr 13 18:06:21 CEST 2007																							
ace.map QC version: 1.0																							
http://www.iri.cnrs.fr/seg																							
-----------------------------------------------																							

File	s-range	s1-weight	s1-mean	s1-var	s1-x0	s2-weight	s2-mean	s2-var	s2-x0	v-range	vb-x_offset	vb-slope	v1-x0	v1-m	v1-v	v2m-y_offset	v2m-scale	v2m-x_offset	v2m-slope	v2v-y_offset	v2v-scale	v2v-x_offset	v2v-slope
z_HA002BL_synth_10.ma0	911.8622	0.3347	0.3005	0.5584	0.0000	0.6653	3.3953	2.3152	0.2400	30.1565	-0.3530	-3.2771	0.3350	0.0891	1.4821	-2.8270	2.1158	0.5471	-1.3237	0.1109	0.0434	1.0669	-9.8463
z_HA002BL_synth_11.ma0	866.3315	0.3434	0.3024	0.5566	0.0000	0.6566	3.5405	2.2601	0.2400	32.3770	-0.3330	-3.4313	0.3350	0.0528	1.4995	-2.8237	2.0299	0.6009	-1.3751	0.1038	0.0497	1.1383	-4.0740
z_HA002BL_synth_12.ma0	913.7422	0.3405	0.3021	0.5626	0.0000	0.6595	3.5109	2.3047	0.2400	32.3373	-0.3550	-3.3119	0.3350	0.0652	1.5051	-2.8255	2.0695	0.5851	-1.3529	0.1077	0.0502	1.0776	-7.0480
z_HA002BL_synth_13.ma0	957.7730	0.3439	0.3097	0.5684	0.0000	0.6561	3.5324	2.2964	0.2400	32.6841	-0.3743	-3.2086	0.3350	0.0604	1.4880	-2.8237	2.1047	0.5557	-1.3504	0.1101	0.0455	1.1455	-14.3337
z_HA002BL_synth_14.ma0	962.3699	0.3339	0.2988	0.5600	0.0000	0.6661	3.4023	2.3178	0.2400	30.1114	-0.3751	-3.1574	0.3350	0.0871	1.4689	-2.8286	2.1378	0.5442	-1.3270	0.1081	0.0506	0.9889	-6.3564
z_HA002BL_synth_15.ma0	1022.4442	0.3283	0.2981	0.5557	0.0000	0.6717	3.3866	2.3100	0.2400	31.2571	-0.3366	-3.2142	0.3350	0.0678	1.4851	-2.8202	2.0776	0.5511	-1.3648	0.1060	0.0464	1.1841	-5.2693
z_HA002BL_synth_16.ma0	953.9350	0.3398	0.3042	0.5656	0.0000	0.6602	3.5020	2.2965	0.2400	31.4542	-0.3544	-3.4690	0.3350	0.0326	1.4952	-2.8345	2.0948	0.5705	-1.3307	0.1055	0.0523	1.1643	-12.4142
z_HA002BL_synth_17.ma0	957.0804	0.3356	0.3017	0.5611	0.0000	0.6644	3.3806	2.3251	0.2400	32.6491	-0.3594	-3.2714	0.3350	0.0795	1.4878	-2.8155	2.0866	0.5656	-1.3648	0.1043	0.0474	1.0684	-17.1367
z_HA002BL_synth_18.ma0	929.7922	0.3353	0.3051	0.5547	0.0000	0.6647	3.4133	2.2974	0.2400	32.4554	-0.3434	-3.2245	0.3350	0.0583	1.5030	-2.8240	2.0536	0.5993	-1.3566	0.1080	0.0509	1.1148	-9.5299
z_HA002BL_synth_19.ma0	1051.0047	0.3310	0.2972	0.5444	0.0000	0.6690	3.5054	2.3054	0.2400	30.8294	-0.3347	-3.3180	0.3350	0.0521	1.4955	-2.8378	2.1078	0.5717	-1.3292	0.1056	0.0449	1.0458	-6.8459
z_HA002BL_synth_20.ma0	950.4420	0.3354	0.3023	0.5619	0.0000	0.6646	3.5207	2.3040	0.2400	28.8401	-0.3398	-3.2234	0.3350	0.0575	1.4796	-2.8211	2.1037	0.5546	-1.3337	0.1026	0.0503	1.1008	-6.3862
z_HA002BL_synth_21.ma0	936.1306	0.3347	0.3015	0.5643	0.0000	0.6653	3.4277	2.3311	0.2400	32.7947	-0.3416	-3.2209	0.3350	0.0692	1.4945	-2.8186	2.1162	0.5284	-1.3471	0.1102	0.0372	1.1891	-7.9770
z_HA002BL_synth_22.ma0	1109.3316	0.3280	0.2974	0.5598	0.0000	0.6720	3.3188	2.3280	0.2400	30.4075	-0.3891	-3.1869	0.3350	0.0983	1.4597	-2.8189	2.1222	0.5388	-1.3519	0.1019	0.0541	1.1551	-5.1109
z_HA002BL_synth_23.ma0	949.8026	0.3409	0.3043	0.5677	0.0000	0.6591	3.4601	2.3109	0.2400	31.8274	-0.3506	-3.1083	0.3350	0.0741	1.4883	-2.8230	2.1084	0.5470	-1.3352	0.1096	0.0421	0.9610	-9.0517
z_HA002BL_synth_24.ma0	967.2902	0.3413	0.3049	0.5616	0.0000	0.6587	3.4927	2.3056	0.2400	29.9854	-0.3320	-3.2708	0.3350	0.0455	1.4997	-2.8185	2.0650	0.5776	-1.3815	0.0992	0.0566	1.1566	-7.4582
z_HA002BL_synth_25.ma0	963.4672	0.3372	0.3064	0.5614	0.0000	0.6628	3.3551	2.3016	0.2400	28.3282	-0.3515	-3.3899	0.3350	0.0603	1.4795	-2.8219	2.1124	0.5491	-1.3280	0.1032	0.0484	1.0974	-7.4389
z_HA002BL_synth_26.ma0	923.6097	0.3418	0.3017	0.5651	0.0000	0.6582	3.4376	2.3081	0.2400	31.2770	-0.3453	-3.1227	0.3350	0.0545	1.4839	-2.8297	2.1418	0.5414	-1.3255	0.1075	0.0457	1.1251	-4.6651
z_HA002BL_synth_27.ma0	901.8271	0.3313	0.3024	0.5575	0.0000	0.6687	3.3217	2.3067	0.2400	30.6301	-0.3477	-3.4007	0.3350	0.0491	1.4867	-2.8389	2.1214	0.5584	-1.2890	0.1103	0.0397	1.1108	-8.1440
z_HA002BL_synth_28.ma0	907.9245	0.3377	0.3044	0.5574	0.0000	0.6623	3.4096	2.3061	0.2400	32.1004	-0.3524	-3.2538	0.3350	0.0569	1.4981	-2.8324	2.0881	0.5874	-1.3566	0.1075	0.0519	1.0782	-7.7502
z_HA002BL_synth_29.ma0	935.2918	0.3365	0.3020	0.5611	0.0000	0.6635	3.4821	2.3163	0.2400	31.7015	-0.3577	-3.1943	0.3350	0.0642	1.4856	-2.8261	2.1416	0.5377	-1.3093	0.1075	0.0510	1.0498	-5.4107
z_HA002BL_synth_30.ma0	952.3544	0.3316	0.3020	0.5558	0.0000	0.6684	3.3443	2.3276	0.2400	29.3207	-0.3526	-3.1261	0.3350	0.0757	1.4757	-2.8308	2.1357	0.5427	-1.3223	0.1056	0.0509	1.1453	-9.0422
z_HA002BL_synth_31.ma0	983.4727	0.3441	0.3026	0.5601	0.0000	0.6559	3.5331	2.2934	0.2400	32.8991	-0.3525	-3.0970	0.3350	0.0904	1.4994	-2.8301	2.1067	0.5710	-1.3592	0.1043	0.0533	1.1015	-6.6395
z_HA002BL_synth_32.ma0	929.8615	0.3451	0.3051	0.5621	0.0000	0.6549	3.4253	2.3005	0.2400	33.1544	-0.3332	-3.3311	0.3350	0.0496	1.5073	-2.8203	2.0579	0.5844	-1.3545	0.1069	0.0452	1.1126	-5.0022
z_HA002BL_synth_33.ma0	938.2461	0.3334	0.3021	0.5591	0.0000	0.6666	3.4319	2.2998	0.2400	32.7450	-0.3715	-3.3171	0.3350	0.0649	1.4939	-2.8149	2.0488	0.5837	-1.3971	0.1043	0.0517	1.0816	-6.0562
z_HA002BL_synth_34.ma0	1007.4341	0.3340	0.3060	0.5691	0.0000	0.6660	3.4265	2.3224	0.2400	34.2780	-0.3735	-2.9853	0.3350	0.0922	1.4921	-2.8295	2.1667	0.5259	-1.3085	0.1090	0.0464	1.1412	-15.6865
z_HA002BL_synth_35.ma0	927.6019	0.3374	0.3038	0.5680	0.0000	0.6626	3.3861	2.3158	0.2400	33.2709	-0.3983	-3.1143	0.3350	0.0927	1.4876	-2.8295	2.2527	0.4467	-1.2701	0.1012	0.0515	1.2291	-3.1626
z_HA002BL_synth_36.ma0	887.2220	0.3362	0.3010	0.5571	0.0000	0.6638	3.3663	2.2964	0.2400	32.6073	-0.3585	-3.1334	0.3350	0.1001	1.4867	-2.8320	2.2226	0.4648	-1.2599	0.1045	0.0539	0.9648	-5.1843
z_HA002BL_synth_37.ma0	948.2081	0.3296	0.3026	0.5648	0.0000	0.6704	3.2882	2.3295	0.2400	31.9420	-0.3599	-3.1623	0.3350	0.0881	1.4909	-2.8456	2.1656	0.5374	-1.2867	0.1099	0.0445	1.1233	-7.7931
z_HA002BL_synth_38.ma0	967.0777	0.3424	0.3040	0.5701	0.0000	0.6576	3.4983	2.3230	0.2400	33.2641	-0.3410	-3.2772	0.3350	0.0759	1.5045	-2.8427	2.1676	0.5256	-1.2745	0.1072	0.0413	1.1533	-5.0389
z_HA002BL_synth_39.ma0	925.1780	0.3432	0.3080	0.5643	0.0000	0.6568	3.6147	2.2869	0.2400	29.9372	-0.3315	-3.1556	0.3350	0.0667	1.4892	-2.8253	2.0829	0.5565	-1.3445	0.1083	0.0374	1.2498	-13.5332
z_HA002BL_synth_40.ma0	900.8779	0.3319	0.3028	0.5551	0.0000	0.6681	3.4156	2.2995	0.2400	30.1759	-0.3182	-3.2573	0.3350	0.0414	1.4786	-2.8255	2.0664	0.5743	-1.3267	0.1115	0.0331	1.1340	-10.6353
z_HA002BL_synth_41.ma0	973.1525	0.3341	0.3032	0.5655	0.0000	0.6659	3.3938	2.3317	0.2400	31.6561	-0.3625	-3.1720	0.3350	0.0729	1.4925	-2.8389	2.1554	0.5477	-1.3188	0.1065	0.0503	1.0378	-15.1766
z_HA002BL_synth_42.ma0	875.4451	0.3463	0.3067	0.5692	0.0000	0.6537	3.5632	2.2844	0.2400	30.5066	-0.3309	-3.3586	0.3350	0.0369	1.5017	-2.8204	2.0245	0.6090	-1.3785	0.1117	0.0434	1.0192	-12.3172
z_HA002BL_synth_44.ma0	909.6506	0.3267	0.3024	0.5583	0.0000	0.6733	3.3160	2.3230	0.2400	30.8506	-0.3433	-3.1783	0.3350	0.0702	1.4823	-2.8224	2.0645	0.5809	-1.3522	0.1039	0.0558	1.0988	-5.1700
z_HA002BL_synth_45.ma0	921.1937	0.3339	0.2999	0.5474	0.0000	0.6661	3.4156	2.3038	0.2400	29.9287	-0.3589	-3.1855	0.3350	0.0610	1.4950	-2.8190	2.1142	0.5463	-1.3576	0.1071	0.0469	1.0353	-9.4561
z_HA002BL_synth_46.ma0	941.5057	0.3366	0.3004	0.5588	0.0000	0.6634	3.3748	2.3230	0.2400	31.7774	-0.3611	-3.4324	0.3350	0.0668	1.5057	-2.8210	2.0778	0.5763	-1.3713	0.1071	0.0547	1.0733	-8.4620
z_HA002BL_synth_47.ma0	989.5582	0.3371	0.3017	0.5542	0.0000	0.6629	3.3220	2.3092	0.2400	33.9237	-0.3807	-3.0843	0.3350	0.1267	1.4824	-2.8515	2.2414	0.4952	-1.2564	0.1064	0.0502	1.1104	-7.7158
z_HA002BL_synth_48.ma0	974.1595	0.3403	0.3060	0.5651	0.0000	0.6597	3.4671	2.3018	0.2400	30.6975	-0.3572	-3.2676	0.3350	0.0715	1.4827	-2.8280	2.1191	0.5509	-1.3382	0.1064	0.0499	1.0958	-5.6196
z_HA002BL_synth_49.ma0	947.3134	0.3339	0.2993	0.5578	0.0000	0.6661	3.4110	2.3320	0.2400	29.7586	-0.3504	-3.3681	0.3350	0.0621	1.4855	-2.8292	2.1228	0.5467	-1.3049	0.1087	0.0480	1.0734	-8.8710
z_HA002BL_synth_50.ma0	872.0060	0.3347	0.3032	0.5719	0.0000	0.6653	3.3034	2.3164	0.2400	32.5758	-0.3710	-3.0853	0.3350	0.0910	1.4787	-2.8282	2.1675	0.5185	-1.2908	0.1032	0.0568	1.0880	-6.1393
z_HA002BL_synth_51.ma0	984.5110	0.3359	0.3014	0.5555	0.0000	0.6641	3.2568	2.3400	0.2400	30.5562	-0.3604	-3.2821	0.3350	0.0704	1.4767	-2.8282	2.1405	0.5393	-1.3218	0.1117	0.0426	1.1327	-9.8772
z_HA002BL_synth_52.ma0	1027.7101	0.3332	0.3001	0.5563	0.0000	0.6668	3.3828	2.3202	0.2400	31.7951	-0.3360	-3.1473	0.3350	0.0714	1.5096	-2.8307	2.1317	0.5408	-1.3035	0.1037	0.0449	1.2007	-5.4791
z_HA002BL_synth_53.ma0	969.5144	0.3369	0.3033	0.5619	0.0000	0.6631	3.2794	2.3417	0.2400	32.1063	-0.3505	-3.2871	0.3350	0.0695	1.4929	-2.8219	2.0775	0.5667	-1.3505	0.1087	0.0458	1.1842	-9.7548
z_HA002BL_synth_54.ma0	916.0566	0.3354	0.2996	0.5583	0.0000	0.6646	3.4867	2.3193	0.2400	34.0900	-0.3588	-3.2971	0.3350	0.0662	1.4895	-2.8170	2.0389	0.6051	-1.3899	0.1110	0.0409	1.0629	-5.9497
z_HA002BL_synth_55.ma0	969.7560	0.3365	0.3045	0.5672	0.0000	0.6635	3.5047	2.2989	0.2400	28.1086	-0.3515	-3.2410	0.3350	0.0634	1.4745	-2.8172	2.0926	0.5500	-1.3363	0.1086	0.0457	1.1712	-6.5499
z_HA002BL_synth_56.ma0	820.8551	0.3320	0.3018	0.5646	0.0000	0.6680	3.3401	2.3091	0.2400	29.6565	-0.3642	-3.2720	0.3350	0.0332	1.4895	-2.8279	2.1214	0.5462	-1.3258	0.1039	0.0617	1.0779	-4.0174
z_HA002BL_synth_57.ma0	918.7151	0.3449	0.3052	0.5584	0.0000	0.6551	3.6308	2.2941	0.2400	30.4762	-0.3622	-3.3320	0.3350	0.0785	1.4988	-2.8368	2.1217	0.5784	-1.3225	0.1010	0.0558	1.2276	-3.6310
z_HA002BL_synth_58.ma0	958.8098	0.3267	0.2943	0.5550	0.0000	0.6733	3.2957	2.3335	0.2400	33.1314	-0.3584	-3.1243	0.3350	0.0839	1.5096	-2.8392	2.1796	0.5250	-1.3206	0.1065	0.0430	1.0195	-6.6282
z_HA002BL_synth_59.ma0	892.8337	0.3432	0.3067	0.5711	0.0000	0.6568	3.5489	2.3066	0.2400	30.7463	-0.3550	-3.1253	0.3350	0.0797	1.4941	-2.8275	2.1682	0.4972	-1.2914	0.1084	0.0453	1.0079	-5.6624
z_HA002BL_synth_60.ma0	976.2527	0.3311	0.2946	0.5519	0.0000	0.6689	3.3124	2.3080	0.2400	31.4026	-0.3706	-3.2566	0.3350	0.0931	1.4704	-2.8220	2.0883	0.5710	-1.3545	0.1034	0.0501	1.1133	-6.3452
z_HA002BL_synth_61.ma0	861.7887	0.3352	0.3005	0.5631	0.0000	0.6648	3.3271	2.3081	0.2400	30.6028	-0.3398	-3.2358	0.3350	0.0778	1.4736	-2.8336	2.0712	0.6014	-1.3419	0.1041	0.0535	1.0891	-7.0008
z_HA002BL_synth_62.ma0	966.5419	0.3237	0.2962	0.5586	0.0000	0.6763	3.2425	2.3667	0.2400	34.3503	-0.3626	-3.4361	0.3350	0.0899	1.5083	-2.8167	2.0818	0.5607	-1.3578	0.1042	0.0594	1.1747	-5.2449
z_HA002BL_synth_63.ma0	868.8123	0.3354	0.3035	0.5569	0.0000	0.6646	3.5117	2.3023	0.2400	31.1093	-0.3688	-3.1578	0.3350	0.0848	1.4881	-2.8307	2.1987	0.4860	-1.2821	0.1076	0.0509	1.1018	-4.5852
z_HA002BL_synth_64.ma0	917.1482	0.3377	0.3044	0.5687	0.0000	0.6623	3.3704	2.3116	0.2400	31.6723	-0.3405	-3.3967	0.3350	0.0449	1.4957	-2.8274	2.0389	0.6065	-1.3670	0.1071	0.0488	1.1948	-4.9709
z_HA002BL_synth_65.ma0	926.5876	0.3171	0.2958	0.5542	0.0000	0.6829	3.2733	2.3211	0.2400	33.2796	-0.3455	-3.4148	0.3350	0.0845	1.4898	-2.8330	2.0669	0.6081	-1.3565	0.1085	0.0436	1.1531	-13.3151
z_HA002BL_synth_66.ma0	1016.9195	0.3477	0.3076	0.5589	0.0000	0.6523	3.5391	2.3062	0.2400	32.8873	-0.3417	-3.1697	0.3350	0.0548	1.5019	-2.8361	2.1605	0.5195	-1.2926	0.1104	0.0379	1.1744	-10.8141
z_HA002BL_synth_67.ma0	779.2196	0.3381	0.3030	0.5576	0.0000	0.6619	3.3971	2.3018	0.2400	33.2565	-0.3301	-3.2085	0.3350	0.0758	1.5094	-2.8335	2.1235	0.5480	-1.3025	0.1066	0.0461	1.0704	-11.2167
z_HA002BL_synth_68.ma0	934.0459	0.3429	0.3055	0.5611	0.0000	0.6571	3.5607	2.3112	0.2400	30.1259	-0.3371	-3.1980	0.3350	0.0623	1.4762	-2.8411	2.1211	0.5712	-1.3157	0.1073	0.0395	1.2420	-5.5405
z_HA002BL_synth_69.ma0	997.1463	0.3402	0.3027	0.5522	0.0000	0.6598	3.5426	2.3049	0.2400	30.3614	-0.3513	-3.3987	0.3350	0.0475	1.4802	-2.8266	2.0577	0.5974	-1.3530	0.1038	0.0448	1.2412	-5.6648
z_HA002BL_synth_70.ma0	850.7639	0.3438	0.3081	0.5672	0.0000	0.6562	3.3674	2.2971	0.2400	29.1829	-0.3585	-3.2548	0.3350	0.0613	1.4780	-2.8243	2.0482	0.6031	-1.3731	0.1094	0.0433	1.1207	-7.3383
z_HA002BL_synth_71.ma0	854.5778	0.3408	0.3047	0.5586	0.0000	0.6592	3.4648	2.3000	0.2400	31.4597	-0.3535	-3.1296	0.3350	0.0940	1.4734	-2.8272	2.1284	0.5347	-1.2980	0.1052	0.0477	1.1222	-7.2491
z_HA002BL_synth_72.ma0	1026.6243	0.3376	0.2999	0.5570	0.0000	0.6624	3.4601	2.3210	0.2400	31.7670	-0.3350	-3.2553	0.3350	0.0631	1.4962	-2.8285	2.0797	0.5845	-1.3517	0.1029	0.0552	1.1295	-5.0046
z_HA002BL_synth_73.ma0	871.9903	0.3351	0.3031	0.5616	0.0000	0.6649	3.4985	2.2885	0.2400	33.2718	-0.3916	-3.1722	0.3350	0.0888	1.4819	-2.8274	2.2219	0.4588	-1.2761	0.1104	0.0471	1.1508	-8.5618
z_HA002BL_synth_74.ma0	905.1515	0.3389	0.3022	0.5622	0.0000	0.6611	3.3397	2.3147	0.2400	31.5771	-0.3539	-3.1015	0.3350	0.0691	1.4905	-2.8199	2.1397	0.5353	-1.3505	0.1047	0.0556	1.0968	-4.2343
z_HA002BL_synth_75.ma0	910.7204	0.3362	0.3038	0.5503	0.0000	0.6638	3.4345	2.2988	0.2400	32.0933	-0.3407	-3.2619	0.3350	0.0529	1.5038	-2.8364	2.1065	0.5626	-1.3172	0.1061	0.0445	1.1497	-5.0330
z_HA002BL_synth_76.ma0	993.4815	0.3371	0.2997	0.5603	0.0000	0.6629	3.4194	2.3244	0.2400	30.9646	-0.3499	-3.1857	0.3350	0.0663	1.4848	-2.8297	2.1531	0.5168	-1.3070	0.1074	0.0426	1.1590	-7.4950
z_HA002BL_synth_77.ma0	948.4197	0.3309	0.3006	0.5548	0.0000	0.6691	3.3727	2.3074	0.2400	30.1698	-0.3531	-3.1732	0.3350	0.0634	1.4906	-2.8285	2.0828	0.5798	-1.3509	0.1034	0.0581	1.0734	-4.8174
z_HA002BL_synth_78.ma0	943.3789	0.3443	0.3037	0.5548	0.0000	0.6557	3.4526	2.3092	0.2400	33.5695	-0.3403	-3.1555	0.3350	0.0607	1.4952	-2.8307	2.1074	0.5650	-1.3332	0.1020	0.0504	1.2783	-4.3275
z_HA002BL_synth_79.ma0	931.9648	0.3427	0.3046	0.5644	0.0000	0.6573	3.5404	2.3050	0.2400	32.1207	-0.3738	-3.0844	0.3350	0.0967	1.4728	-2.8207	2.1643	0.5067	-1.3138	0.1056	0.0548	1.1838	-6.0139
z_HA002BL_synth_80.ma0	983.8761	0.3452	0.3028	0.5679	0.0000	0.6548	3.4780	2.3223	0.2400	32.7135	-0.3499	-3.3025	0.3350	0.0815	1.5018	-2.8349	2.1431	0.5257	-1.2888	0.1074	0.0469	1.0522	-7.0753
z_HA002BL_synth_81.ma0	868.4603	0.3428	0.3030	0.5677	0.0000	0.6572	3.4267	2.2964	0.2400	31.0435	-0.3527	-3.3289	0.3350	0.0685	1.5011	-2.8305	2.1098	0.5583	-1.3145	0.1064	0.0467	1.0886	-12.3950
z_HA002BL_synth_82.ma0	971.0075	0.3391	0.3055	0.5671	0.0000	0.6609	3.5062	2.2933	0.2400	30.8459	-0.3783	-3.0503	0.3350	0.0964	1.4845	-2.8348	2.2534	0.4529	-1.2668	0.1071	0.0522	1.0069	-4.3863
z_HA002BL_synth_83.ma0	925.7581	0.3361	0.3032	0.5657	0.0000	0.6639	3.3636	2.3242	0.2400	32.7654	-0.3469	-3.3346	0.3350	0.0449	1.5003	-2.8300	2.0756	0.5827	-1.3353	0.1079	0.0452	1.0699	-5.9073
z_HA002BL_synth_84.ma0	922.1602	0.3361	0.3062	0.5571	0.0000	0.6639	3.3868	2.3134	0.2400	29.9178	-0.3430	-3.3607	0.3350	0.0544	1.4957	-2.8407	2.1347	0.5611	-1.3093	0.1055	0.0545	1.1342	-5.3508
z_HA002BL_synth_85.ma0	907.8589	0.3254	0.3001	0.5561	0.0000	0.6746	3.3249	2.3364	0.2400	30.6776	-0.3451	-3.3252	0.3350	0.0595	1.4879	-2.8214	2.0910	0.5596	-1.3453	0.1060	0.0494	1.1669	-5.5460
z_HA002BL_synth_86.ma0	988.2914	0.3431	0.3037	0.5666	0.0000	0.6569	3.5078	2.3095	0.2400	30.5648	-0.3599	-3.1198	0.3350	0.0805	1.4811	-2.8365	2.1284	0.5632	-1.3222	0.1146	0.0440	0.9987	-11.6213
z_HA002BL_synth_87.ma0	983.9140	0.3444	0.3041	0.5598	0.0000	0.6556	3.5996	2.3118	0.2400	30.4900	-0.3583	-3.3462	0.3350	0.0538	1.4762	-2.8123	2.0173	0.6127	-1.3986	0.1047	0.0496	1.2466	-8.0146
z_HA002BL_synth_88.ma0	868.8202	0.3277	0.2976	0.5574	0.0000	0.6723	3.3113	2.3239	0.2400	31.9551	-0.3582	-3.1048	0.3350	0.0756	1.4910	-2.8128	2.0747	0.5635	-1.3741	0.1107	0.0483	1.0866	-6.5582
z_HA002BL_synth_89.ma0	962.5351	0.3310	0.2948	0.5543	0.0000	0.6690	3.3239	2.3097	0.2400	28.3267	-0.3544	-3.1939	0.3350	0.0856	1.4735	-2.8348	2.1449	0.5339	-1.3019	0.1087	0.0461	1.0116	-6.3515
z_HA002BL_synth_90.ma0	859.2989	0.3439	0.3004	0.5583	0.0000	0.6561	3.5851	2.2713	0.2400	32.7565	-0.3510	-3.3298	0.3350	0.0529	1.5026	-2.8341	2.1316	0.5451	-1.3084	0.1112	0.0436	1.1070	-13.2302
z_HA002BL_synth_91.ma0	911.3629	0.3462	0.3029	0.5559	0.0000	0.6538	3.5984	2.3046	0.2400	33.2642	-0.3344	-3.1842	0.3350	0.0547	1.4918	-2.8215	2.0669	0.5653	-1.3593	0.0992	0.0550	1.1491	-4.5452
z_HA002BL_synth_92.ma0	997.0517	0.3426	0.3024	0.5696	0.0000	0.6574	3.4696	2.3390	0.2400	32.3339	-0.3672	-3.0785	0.3350	0.0849	1.4962	-2.8361	2.1715	0.5429	-1.3112	0.1028	0.0628	1.0949	-4.6625
z_HA002BL_synth_93.ma0	1040.7873	0.3393	0.3062	0.5723	0.0000	0.6607	3.5100	2.3022	0.2400	32.6911	-0.3673	-3.0804	0.3350	0.0945	1.4905	-2.8222	2.1695	0.4962	-1.3047	0.1039	0.0522	1.0492	-4.1510
z_HA002BL_synth_94.ma0	952.0108	0.3333	0.3021	0.5643	0.0000	0.6667	3.4561	2.3162	0.2400	32.9635	-0.3654	-3.3230	0.3350	0.0502	1.5174	-2.8260	2.1008	0.5698	-1.3405	0.1066	0.0525	1.1034	-4.4637
z_HA002BL_synth_95.ma0	1040.5876	0.3462	0.3059	0.5590	0.0000	0.6538	3.5128	2.3050	0.2400	31.7802	-0.3611	-3.1281	0.3350	0.0833	1.4884	-2.8248	2.1604	0.5195	-1.3232	0.1059	0.0559	1.0860	-4.5402
z_HA002BL_synth_96.ma0	921.7155	0.3359	0.2991	0.5560	0.0000	0.6641	3.3804	2.3037	0.2400	33.3219	-0.3253	-3.2784	0.3350	0.0666	1.4905	-2.8337	2.0795	0.5742	-1.3134	0.1109	0.0395	1.0804	-9.6674
z_HA002BL_synth_97.ma0	872.3210	0.3427	0.3058	0.5585	0.0000	0.6573	3.5744	2.2900	0.2400	32.0137	-0.3534	-3.3878	0.3350	0.0792	1.4855	-2.8278	2.1055	0.5747	-1.3376	0.1041	0.0483	1.2002	-8.3343
z_HA002BL_synth_98.ma0	998.8948	0.3337	0.3007	0.5628	0.0000	0.6663	3.4372	2.3457	0.2400	33.5348	-0.3409	-3.3049	0.3350	0.0611	1.5092	-2.8256	2.0696	0.5826	-1.3580	0.1067	0.0460	1.1472	-10.3633
z_HA002BL_synth_99.ma0	920.2220	0.3278	0.2988	0.5599	0.0000	0.6722	3.2062	2.3354	0.2400	31.1575	-0.3481	-3.1749	0.3350	0.0546	1.4930	-2.8192	2.0633	0.5847	-1.3742	0.1053	0.0469	1.2443	-8.3151
z_HB000BE_sCD25+_1_synth_00.ma0	166.1071	0.2082	0.3879	0.7340	0.0000	0.7918	1.4065	1.9137	0.1200	27.7370	-1.0397	-3.3092	0.3350	0.2134	1.4745	-2.8751	3.0880	-0.1674	-1.1839	0.1130	0.0653	0.0968	-3.9985
z_HB000BF_synth_00.ma0	953.7234	0.3507	0.1871	0.5211	0.0000	0.6493	3.7948	2.3465	0.3600	32.0859	-0.9094	-1.2631	0.3350	0.0261	1.5717	-2.7780	3.3145	-0.8246	-1.0790	0.1969	-0.0384	30.0102	-0.0023
z_HB000BG_sCD25-_1_synth_00.ma0	810.1066	0.3390	0.3784	0.7726	0.0000	0.6610	2.7333	2.3128	0.1200	33.2834	-0.7454	-1.9887	0.3350	0.2610	1.4755	-2.9539	2.8996	-0.0009	-1.1777	0.1098	0.1315	1.7269	-2.2672
z_HB000BH_synth_00.ma0	1168.8566	0.2073	0.1363	0.6859	0.0000	0.7927	2.4579	2.4917	0.0600	28.6529	-1.5885	-1.1753	0.3350	0.0479	1.5968	-3.0013	3.7965	-1.3482	-0.9879	0.0399	0.1676	1.2928	-1.9747
z_HB000BK_sCD25-_2_synth_00.ma0	354.4856	0.2766	0.3914	0.7616	0.0000	0.7234	1.9175	2.1524	0.1200	29.7853	-0.8862	-2.0179	0.3350	0.1390	1.5404	-2.5072	2.8698	-0.4429	-1.1839	0.0017	0.2076	0.7723	-1.7843
z_HB000BM_sCD25+_2_synth_00.ma0	215.6474	0.2528	0.4412	0.7963	0.0000	0.7472	1.4240	1.9692	0.1500	25.0545	-0.9330	-2.7008	0.3350	0.2410	1.4581	-2.4562	2.7199	-0.2792	-1.3067	0.0043	0.2002	0.6224	-1.7608
z_HB000BN_synth_00.ma0	1199.5436	0.3022	0.2832	0.7803	0.0000	0.6978	2.8720	2.4692	0.1200	33.1817	-0.8880	-1.3649	0.3350	0.2095	1.5213	-2.8398	3.1357	-0.4884	-1.0883	0.1339	0.0976	1.9652	-1.3895
z_HB000BQ_sCD25+_3_synth_00.ma0	176.5170	0.3036	0.2070	0.5105	0.0000	0.6964	1.9305	1.8276	0.3300	23.6340	-1.4365	-3.0534	0.3350	0.2258	1.4350	-3.1122	3.3895	-0.4529	-1.0926	0.1014	0.0876	0.5357	-2.8495
z_HB000BR_synth_00.ma0	762.1113	0.3331	0.3860	0.7853	0.0000	0.6669	2.5731	2.3619	0.1500	33.8745	-1.0400	-1.5056	0.3350	0.1771	1.5900	-2.7464	3.7462	-0.6775	-1.0489	0.0506	0.1752	0.6974	-1.8506
z_HB000BS_synth_00.ma0	1257.8090	0.2361	0.1753	0.8061	0.0000	0.7639	2.4291	2.5117	0.0600	33.7148	-1.0447	-1.4155	0.3350	0.1525	1.5367	-2.5971	2.7326	-1.0685	-1.1000	0.0460	0.1759	0.9406	-1.3425
